"vehicleid","Brand","Model","Year","N_view","N_offer","Seller_Type","Ask_Price","Sale_Price","Target"
536286,"Renault","Megane",2021,81,19,"RAC",706000,708000,2
536288,"Renault","Clio",2022,44,36,"RAC",626000,641500,1
536289,"Renault","Clio",2021,46,5,"RAC",564000,564500,1
536297,"Renault","Megane",2021,36,104,"RAC",710000,758500,1
536298,"Renault","Megane",2021,45,4,"RAC",680000,681000,1
536299,"Renault","Megane",2021,34,87,"RAC",725000,762500,1
536301,"Citroen","C5 AirCross",2020,46,25,"RAC",1016000,1024500,1
536303,"Renault","Clio",2023,680,12,"RAC",535000,529000,4
536306,"Renault","Clio",2023,27,14,"RAC",590000,560300,2
536316,"Peugeot","2008",2023,25,3,"RAC",1045000,1043600,1
536326,"Opel","Astra",2019,83,3,"RAC",710000,698000,4
536357,"Renault","Clio",2022,33,4,"RAC",543000,543500,1
536370,"Renault","Megane",2020,477,4,"FILO",870000,0,4
536410,"Renault","Clio",2019,213,27,"UYE",530000,0,3
536425,"Peugeot","308",2023,154,2,"RAC",1110000,1106500,3
536427,"Renault","ZOE",2022,159,1,"RAC",935000,0,3
536428,"Renault","Clio",2023,32,1,"RAC",590000,589000,1
536430,"Peugeot","2008",2023,36,11,"RAC",1045000,1045500,1
536431,"Renault","Megane",2023,370,1,"RAC",990000,979000,3
536434,"Renault","Captur",2023,219,2,"RAC",1005000,0,4
536436,"Opel","Corsa",2023,186,3,"RAC",802500,0,3
536437,"Peugeot","2008",2023,54,3,"RAC",1045000,1044000,1
536438,"Peugeot","2008",2023,62,12,"RAC",1045000,1049000,1
536439,"Peugeot","2008",2023,43,8,"RAC",1045000,1046500,1
536444,"Opel","Crossland",2023,273,3,"RAC",842500,0,4
536445,"Citroen","C3 AirCross",2023,32,4,"RAC",865000,865000,1
536446,"Citroen","C3 AirCross",2023,33,0,"RAC",865000,865000,1
536449,"Peugeot","Rifter",2023,53,1,"RAC",932500,930000,1
536458,"Renault","CLIO SYMBOL",2003,35,15,"UYE",235000,235600,1
536478,"Opel","CORSA",2017,23,0,"RAC",590000,584000,1
536497,"Peugeot","508",2018,174,48,"RAC",675000,0,4
536498,"Peugeot","508",2017,33,7,"RAC",660000,655000,1
536503,"Peugeot","508",2017,32,2,"RAC",6e+05,595800,1
536504,"Peugeot","508",2017,21,2,"RAC",650000,650000,1
536505,"Peugeot","508",2017,108,9,"RAC",650000,630000,3
536506,"Peugeot","508",2017,26,29,"RAC",6e+05,608500,1
536507,"Peugeot","508",2018,29,8,"RAC",7e+05,697000,1
536508,"Peugeot","508",2017,93,6,"RAC",650000,646500,3
536509,"Peugeot","508",2017,77,10,"RAC",625000,615000,3
536510,"Peugeot","508",2016,44,5,"RAC",680000,676800,1
536511,"Peugeot","508",2018,22,3,"RAC",680000,675300,1
536513,"Peugeot","508",2018,20,1,"RAC",685000,685000,1
536514,"Peugeot","508",2017,23,24,"RAC",580000,585900,1
536515,"Peugeot","508",2017,15,12,"RAC",640000,639800,1
536519,"Peugeot","508",2017,18,6,"RAC",655000,650300,1
536520,"Peugeot","508",2018,38,5,"RAC",630000,627200,1
536526,"Peugeot","508",2016,27,8,"RAC",6e+05,597200,1
536528,"Peugeot","508",2016,49,65,"RAC",610000,636500,1
536529,"Peugeot","508",2017,27,3,"RAC",660000,655500,1
536530,"Peugeot","508",2018,31,2,"RAC",680000,675000,1
536546,"Citroen","C-Elysee",2020,71,22,"FILO",590000,564500,2
536551,"Peugeot","3008",2020,39,2,"FILO",1160000,1099000,1
536556,"Opel","Astra",2020,39,2,"FILO",735000,0,2
536557,"Renault","Megane",2019,46,1,"FILO",850000,783000,1
536581,"Opel","Corsa",2022,40,2,"RAC",775000,760200,1
536582,"Opel","Corsa",2022,48,7,"RAC",780000,769300,1
536622,"Renault","Clio",2018,32,3,"YETKILI SATICI",560000,559500,1
536624,"Renault","MEGANE",2016,48,1,"YETKILI SATICI",650000,649900,1
536629,"Peugeot","2008",2022,70,6,"RAC",1180000,1148000,1
536630,"Renault","Taliant",2022,32,6,"RAC",665000,662900,2
536633,"Renault","Clio",2022,55,1,"RAC",710000,670100,2
536643,"Opel","Corsa",2022,50,6,"RAC",840000,833500,1
536645,"Renault","Clio",2022,97,20,"RAC",7e+05,728000,1
536647,"Renault","Clio",2022,25,6,"RAC",580000,581000,1
536653,"Renault","Clio",2022,27,1,"RAC",730000,730000,1
536661,"Peugeot","2008",2022,36,4,"RAC",1120000,1100000,1
536663,"Peugeot","2008",2022,66,4,"RAC",1115000,1110500,1
536667,"Citroen","C-Elysee",2022,55,5,"RAC",645000,0,2
536673,"Renault","Clio",2021,55,10,"RAC",685000,654300,2
536676,"Renault","Taliant",2022,59,6,"RAC",665000,662500,3
536677,"Opel","Crossland",2022,39,13,"RAC",965000,964500,1
536681,"Opel","Astra",2023,65,7,"RAC",1025000,1023500,3
536682,"Renault","Clio",2023,28,2,"RAC",592500,591000,1
536684,"Renault","Clio",2023,88,4,"RAC",712500,712500,1
536685,"Peugeot","2008",2023,50,21,"RAC",1045000,1052500,1
536687,"Renault","Megane",2023,46,3,"RAC",960000,955500,1
536689,"Peugeot","Rifter",2023,54,8,"RAC",925000,924500,1
536691,"Opel","Crossland",2023,29,1,"RAC",845000,844000,1
536704,"Renault","Clio",2023,72,3,"YETKILI SATICI",635000,619000,3
536710,"Renault","MEGANE",2017,112,11,"UYE",7e+05,700500,3
536753,"Citroen","C-Elysee",2022,113,130,"RAC",545000,608000,1
536764,"Renault","Clio",2020,88,5,"RAC",584000,584000,1
536783,"Renault","Megane",2019,97,20,"RAC",783000,790000,1
536784,"Renault","Clio",2022,43,2,"RAC",556000,556000,1
536787,"Renault","Clio",2019,87,6,"RAC",576000,576000,1
536791,"Renault","Megane",2021,256,5,"RAC",772000,772300,3
536805,"Renault","Clio",2022,52,28,"RAC",562000,569500,1
536814,"Peugeot","2008",2023,73,1,"RAC",1020000,1018200,1
536823,"Opel","Astra",2019,30,1,"FILO",660000,631000,1
536825,"Renault","Megane",2019,72,51,"FILO",710000,705500,1
536839,"Opel","Astra",2020,69,17,"FILO",710000,0,2
536851,"Renault","Megane",2020,158,3,"FILO",640000,0,4
536852,"Renault","Megane",2020,192,4,"FILO",755000,755400,4
536855,"Renault","Clio",2023,55,5,"RAC",567500,561700,1
536857,"Peugeot","308",2023,229,1,"RAC",1140000,0,3
536858,"Peugeot","308",2023,197,2,"RAC",1140000,0,3
536864,"Renault","Megane",2023,415,0,"RAC",1165000,0,3
536865,"Peugeot","2008",2023,55,4,"RAC",1045000,1043600,1
536866,"Peugeot","RIFTER",2023,56,4,"RAC",922500,921000,1
536869,"Opel","Mokka",2023,195,6,"RAC",1110000,1109000,3
536870,"Peugeot","308",2023,241,0,"RAC",1062000,1062000,3
536872,"Renault","Megane",2020,91,65,"RAC",859600,860000,2
536875,"Renault","Clio",2022,73,1,"RAC",595000,593000,2
536893,"Renault","Megane",2020,286,62,"RAC",964600,992000,2
536895,"Renault","Megane",2020,78,7,"RAC",850000,850500,1
536898,"Peugeot","3008",2020,48,64,"RAC",1110000,1164000,1
536899,"Renault","Megane",2020,77,36,"RAC",924200,934000,1
536900,"Renault","Megane",2020,79,95,"RAC",888800,919500,1
536901,"Renault","Megane",2020,50,61,"RAC",860000,865800,1
536934,"Renault","Megane",2018,35,6,"YETKILI SATICI",805000,803000,2
536990,"Renault","Megane",2020,525,51,"FILO",855000,874500,4
537008,"Renault","Megane",2020,302,6,"RAC",901000,901000,3
537031,"Peugeot","3008",2020,93,14,"RAC",1265000,1268500,1
537045,"Peugeot","Expert Traveller",2022,56,12,"YETKILI SATICI",995000,944700,2
537055,"Renault","Clio",2020,152,0,"YETKILI SATICI",570000,570000,1
537060,"Peugeot","3008",2020,65,15,"RAC",1200000,1212000,1
537061,"Renault","Megane",2020,1183,11,"RAC",865000,0,4
537062,"Renault","Megane",2020,70,13,"RAC",901000,906500,1
537063,"Renault","Megane",2020,253,3,"RAC",830000,0,3
537077,"Opel","Corsa",2022,104,13,"RAC",785000,774500,1
537081,"Peugeot","2008",2020,142,13,"RAC",1010000,1097000,2
537082,"Renault","Megane",2021,107,109,"RAC",880000,922500,1
537094,"Peugeot","3008",2020,713,41,"RAC",1288000,1302500,4
537095,"Renault","Megane",2020,85,3,"RAC",910000,910000,1
537101,"Renault","Clio",2019,48,10,"RAC",NA,433500,1
537102,"Renault","Clio",2019,54,9,"RAC",NA,421000,1
537103,"Renault","Clio",2019,49,7,"RAC",NA,450500,1
537104,"Renault","Clio",2019,53,9,"RAC",NA,430000,1
537117,"Peugeot","3008",2020,103,11,"RAC",1263600,1269000,2
537120,"Renault","Clio",2019,66,17,"RAC",430000,434500,1
537121,"Renault","Clio",2019,54,16,"RAC",438000,439500,1
537122,"Renault","Clio",2019,57,9,"RAC",438000,437500,1
537123,"Renault","Clio",2019,60,50,"RAC",430000,447000,1
537124,"Renault","Clio",2019,45,53,"RAC",430000,444500,1
537125,"Renault","Clio",2019,54,41,"RAC",430000,446500,1
537126,"Renault","Clio",2019,56,4,"RAC",465000,463800,1
537127,"Renault","Clio",2019,34,9,"RAC",460000,455000,1
537128,"Renault","Clio",2019,58,28,"RAC",450000,460000,1
537129,"Renault","Clio",2019,43,25,"RAC",450000,457000,1
537153,"Renault","Megane",2022,88,80,"RAC",830000,821400,2
537154,"Renault","Megane",2022,47,2,"RAC",830000,829000,1
537155,"Renault","Megane",2022,49,1,"RAC",830000,829500,1
537156,"Renault","Megane",2022,54,17,"RAC",830000,829500,1
537157,"Renault","Megane",2022,48,2,"RAC",850000,848500,1
537159,"Renault","Megane",2022,69,9,"RAC",850000,849000,1
537168,"Renault","Megane",2020,38,39,"FILO",8e+05,800500,1
537173,"Renault","Megane",2020,61,45,"FILO",810000,812000,1
537174,"Renault","Megane",2019,33,1,"FILO",770000,755000,1
537181,"Renault","Megane",2019,38,8,"FILO",770000,763000,1
537182,"Renault","Megane",2019,64,47,"FILO",790000,794000,1
537183,"Renault","Megane",2019,50,57,"FILO",790000,799000,1
537184,"Renault","Megane",2019,68,28,"FILO",790000,784500,1
537185,"Renault","Megane",2019,41,59,"FILO",780000,799500,1
537201,"Peugeot","RIFTER",2023,61,4,"RAC",930000,921500,1
537202,"Renault","Megane",2021,34,5,"RAC",730000,728500,1
537221,"Opel","Corsa",2022,33,7,"RAC",760000,755500,1
537222,"Peugeot","3008",2022,39,15,"RAC",1300000,1302000,1
537223,"Renault","Megane",2021,122,26,"RAC",930000,921700,3
537252,"Renault","Clio",2023,266,1,"RAC",795000,795000,2
537254,"Renault","ZOE",2022,164,2,"RAC",895000,0,3
537255,"Renault","Clio",2023,36,10,"RAC",590000,593500,1
537259,"Renault","Megane",2023,57,3,"RAC",965000,965000,1
537260,"Peugeot","RIFTER",2023,90,2,"RAC",922500,884100,1
537261,"Opel","Astra",2023,145,1,"RAC",1025000,1024000,3
537263,"Opel","Mokka",2023,30,2,"RAC",1050000,1050000,1
537264,"Peugeot","408",2023,47,2,"RAC",1290000,1290000,1
537272,"Peugeot","3008",2020,81,10,"RAC",1225200,1226000,2
537290,"Peugeot","208",2021,87,44,"RAC",820000,838500,1
537358,"Renault","Clio",2020,77,49,"UYE",610000,629500,1
537426,"Renault","Megane",2022,71,0,"RAC",850000,827000,2
537429,"Renault","Megane",2022,50,2,"RAC",850000,848000,1
537436,"Renault","Clio",2018,321,3,"RAC",5e+05,0,4
537450,"Opel","Crossland",2023,16,7,"RAC",830000,831500,1
537456,"Opel","Grandland",2023,70,6,"RAC",1230000,1230000,2
537461,"Renault","EXPRESS",2023,29,3,"RAC",625000,650000,1
537462,"Renault","EXPRESS",2023,25,2,"RAC",625000,649500,1
537476,"Opel","Astra",2020,86,29,"FILO",680000,684500,1
537478,"Peugeot","301",2020,134,1,"FILO",560000,538000,1
537479,"Peugeot","301",2020,149,18,"FILO",580000,571500,1
537480,"Renault","Megane",2020,160,2,"FILO",8e+05,782800,1
537481,"Renault","Megane",2019,128,2,"FILO",8e+05,777900,1
537482,"Renault","Megane",2019,92,8,"FILO",780000,760500,1
537483,"Renault","Megane",2019,96,3,"FILO",780000,762000,1
537484,"Renault","Megane",2019,105,4,"FILO",780000,761900,1
537485,"Renault","Megane",2019,81,3,"FILO",710000,686000,1
537486,"Renault","Megane",2019,84,7,"FILO",780000,758500,1
537488,"Renault","Megane",2019,72,2,"FILO",660000,637000,1
537511,"Renault","Master",2015,88,13,"FILO",NA,320000,3
537536,"Peugeot","508",2020,38,13,"RAC",1075000,1010000,1
537537,"Peugeot","508",2020,102,8,"RAC",1040000,1030000,2
537538,"Peugeot","508",2020,66,57,"RAC",860000,916000,1
537539,"Peugeot","508",2018,181,6,"RAC",780000,770000,3
537540,"Peugeot","508",2019,40,20,"RAC",1e+06,1002000,1
537541,"Peugeot","508",2017,135,31,"RAC",810000,810000,3
537542,"Peugeot","508",2020,51,1,"RAC",1e+06,1e+06,1
537543,"Renault","Clio",2018,46,106,"RAC",525000,555000,1
537546,"Peugeot","508",2019,32,34,"RAC",1025000,990500,1
537547,"Renault","FLUENCE",2012,465,3,"UYE",480000,0,3
537553,"Renault","SYMBOL",2012,122,28,"FILO",NA,272000,1
537555,"Peugeot","508",2019,82,12,"RAC",1040000,0,2
537557,"Peugeot","508",2019,71,48,"RAC",1060000,1059000,1
537564,"Peugeot","508",2019,37,52,"RAC",1e+06,1005000,1
537569,"Peugeot","508",2020,186,26,"RAC",1050000,1057000,1
537570,"Peugeot","508",2016,28,6,"RAC",675000,661000,1
537590,"Opel","Corsa",2021,57,118,"RAC",690000,736000,1
537610,"Peugeot","508",2017,143,7,"RAC",750000,0,3
537611,"Peugeot","508",2016,36,6,"RAC",675000,665000,1
537612,"Renault","Clio",2018,83,53,"RAC",550000,561500,1
537613,"Peugeot","508",2018,57,7,"RAC",7e+05,699000,1
537614,"Peugeot","508",2020,186,13,"RAC",1030000,1025000,3
537615,"Peugeot","508",2018,178,25,"RAC",8e+05,794500,3
537617,"Peugeot","508",2017,25,4,"RAC",7e+05,701000,1
537618,"Peugeot","508",2020,36,7,"RAC",1e+06,999500,1
537619,"Peugeot","508",2016,32,6,"RAC",7e+05,675000,1
537626,"Renault","Megane",2021,91,61,"RAC",647000,696000,1
537631,"Renault","Megane",2020,253,6,"RAC",669000,0,4
537632,"Peugeot","3008",2021,143,76,"RAC",1222000,1254000,1
537657,"Renault","Master",2017,78,9,"FILO",NA,348000,3
537662,"Renault","SYMBOL",2015,76,42,"FILO",NA,326000,1
537664,"Peugeot","508",2020,51,44,"RAC",940000,910000,1
537667,"Renault","Megane",2020,268,8,"RAC",625000,598000,3
537677,"Renault","Clio",2020,57,18,"FILO",690000,687500,1
537678,"Renault","Clio",2020,61,1,"FILO",7e+05,685000,1
537679,"Citroen","C3",2023,68,15,"RAC",880000,882000,1
537685,"Renault","Megane",2023,113,2,"RAC",915000,913000,2
537688,"Renault","Megane",2023,67,1,"RAC",1160000,1158500,2
537693,"Opel","Astra",2023,48,3,"RAC",1042500,0,2
537695,"Renault","Megane",2023,60,0,"RAC",990000,985000,1
537698,"Opel","Astra",2023,23,3,"RAC",1042500,1037100,1
537700,"Renault","Captur",2023,95,9,"RAC",990000,0,3
537701,"Peugeot","308",2023,58,2,"RAC",1030000,1031000,2
537708,"Renault","Megane",2020,51,2,"FILO",780000,770000,1
537709,"Renault","Megane",2020,97,3,"FILO",780000,0,2
537710,"Renault","Megane",2020,111,1,"FILO",9e+05,889000,1
537713,"Renault","Megane",2021,32,2,"FILO",790000,775000,1
537714,"Renault","SYMBOL",2016,18,19,"UYE",380000,380000,1
537717,"Renault","SYMBOL",2013,140,149,"FILO",NA,408000,1
537722,"Renault","SYMBOL",2013,157,61,"FILO",NA,420000,1
537724,"Renault","SYMBOL",2015,123,8,"FILO",NA,421000,1
537725,"Renault","SYMBOL",2015,139,65,"FILO",NA,437000,1
537726,"Renault","SYMBOL",2015,90,5,"FILO",NA,4e+05,1
537727,"Renault","SYMBOL",2015,99,5,"FILO",NA,375000,1
537728,"Renault","SYMBOL",2016,75,4,"FILO",NA,421500,1
537729,"Renault","SYMBOL",2016,130,73,"FILO",NA,452000,1
537730,"Renault","SYMBOL",2016,121,83,"FILO",NA,462000,1
537731,"Renault","SYMBOL",2016,95,10,"FILO",NA,432000,1
537732,"Renault","SYMBOL",2017,119,19,"FILO",NA,475500,1
537737,"Peugeot","301",2020,74,11,"RAC",545400,0,2
537753,"Peugeot","301",2020,82,5,"RAC",604000,604000,1
537781,"Renault","FLUENCE",2014,68,2,"UYE",450000,440000,1
537790,"Peugeot","301",2019,511,9,"RAC",550000,0,4
537791,"Peugeot","301",2019,53,2,"RAC",552500,552500,1
537794,"Renault","Clio",2019,80,15,"RAC",445000,448500,1
537795,"Renault","Clio",2019,99,5,"RAC",445000,445500,1
537805,"Peugeot","301",2020,97,5,"FILO",570000,552000,1
537806,"Peugeot","301",2020,51,13,"FILO",560000,549000,1
537807,"Peugeot","301",2020,52,13,"FILO",560000,545000,1
537808,"Peugeot","301",2020,44,5,"FILO",550000,522500,1
537811,"Citroen","C-Elysee",2020,68,8,"FILO",590000,573000,1
537815,"Renault","Megane",2020,105,4,"FILO",885000,863000,1
537816,"Renault","Megane",2019,56,2,"FILO",730000,697000,1
537830,"Opel","Astra",2023,24,5,"RAC",1030000,1030500,1
537833,"Renault","Megane",2023,77,6,"RAC",970000,970000,1
537834,"Renault","Megane",2023,141,4,"RAC",1020000,0,2
537837,"Citroen","C3 AirCross",2023,56,37,"RAC",875000,890500,1
537838,"Renault","Captur",2023,26,4,"RAC",983000,981000,1
537840,"Renault","EXPRESS",2023,40,25,"RAC",640000,650000,1
537848,"Renault","Megane",2023,32,5,"RAC",1100000,1099500,1
537849,"Renault","Megane",2023,26,5,"RAC",1100000,1100000,1
537850,"Renault","Megane",2023,29,2,"RAC",1020000,1100000,1
537855,"Renault","Megane",2023,45,1,"RAC",1160000,1156000,1
537859,"Renault","ZOE",2022,56,2,"RAC",880000,879000,2
537865,"Renault","Clio",2020,85,2,"FILO",690000,684800,1
537918,"Renault","Clio",2018,97,16,"RAC",550000,0,3
537919,"Renault","Clio",2018,109,5,"RAC",565000,563500,1
537921,"Renault","Clio",2018,153,35,"RAC",545000,0,2
537922,"Renault","Clio",2018,48,24,"RAC",590000,597000,1
537923,"Renault","Clio",2018,64,5,"RAC",620000,620000,1
537928,"Renault","Megane",2018,101,38,"FILO",590000,604500,1
537952,"Renault","Taliant",2022,33,7,"RAC",617300,615000,1
537957,"Peugeot","508",2020,28,3,"RAC",880000,870000,1
537959,"Renault","Clio",2018,152,4,"RAC",540000,535000,4
537960,"Peugeot","508",2020,24,2,"RAC",920000,919500,1
537961,"Renault","Clio",2018,111,14,"RAC",6e+05,600500,2
537962,"Renault","Clio",2018,88,8,"RAC",620000,620000,1
537964,"Renault","Clio",2018,55,47,"RAC",550000,567500,1
537966,"Peugeot","508",2020,92,7,"RAC",890000,888000,3
537967,"Peugeot","508",2020,70,1,"RAC",890000,0,3
537968,"Renault","Clio",2018,57,15,"RAC",540000,545000,1
537969,"Renault","Clio",2018,33,5,"RAC",570000,570000,1
537970,"Peugeot","508",2020,596,13,"RAC",1090000,1086500,4
537974,"Renault","Clio",2018,43,37,"RAC",540000,557000,1
537980,"Renault","Clio",2018,56,9,"RAC",6e+05,600500,1
537981,"Peugeot","508",2020,47,5,"RAC",8e+05,776000,1
537982,"Renault","Clio",2018,60,38,"RAC",6e+05,613500,1
537984,"Renault","Symbol",2019,51,8,"YETKILI SATICI",480000,470500,1
537989,"Renault","Clio",2020,46,7,"YETKILI SATICI",530000,520700,1
537991,"Renault","Clio",2020,74,13,"YETKILI SATICI",545000,540000,1
537993,"Renault","Clio",2019,63,3,"YETKILI SATICI",545000,522000,1
538010,"Peugeot","301",2019,156,3,"RAC",540000,540000,3
538018,"Renault","Megane",2022,50,5,"RAC",820000,798500,1
538019,"Renault","Megane",2022,51,8,"RAC",830000,825500,1
538020,"Citroen","C5 AirCross",2019,63,1,"RAC",1100000,1090000,1
538029,"Peugeot","508",2020,32,7,"RAC",890000,850000,1
538031,"Peugeot","508",2020,43,18,"RAC",920000,873500,1
538032,"Peugeot","301",2020,31,8,"RAC",550000,550500,1
538034,"Peugeot","508",2020,17,23,"RAC",890000,898500,1
538035,"Peugeot","508",2020,30,4,"RAC",9e+05,812500,1
538036,"Peugeot","301",2020,33,4,"RAC",565000,552000,1
538037,"Peugeot","508",2020,102,8,"RAC",965000,0,3
538038,"Peugeot","508",2020,43,2,"RAC",910000,875000,1
538042,"Peugeot","208",2015,24,2,"UYE",5e+05,485000,1
538043,"Peugeot","508",2020,17,0,"RAC",920000,918000,1
538044,"Peugeot","508",2020,10,1,"RAC",910000,907800,1
538045,"Peugeot","508",2020,25,3,"RAC",9e+05,898500,1
538046,"Peugeot","508",2020,36,58,"RAC",870000,896500,1
538047,"Peugeot","508",2020,57,4,"RAC",910000,0,2
538049,"Peugeot","508",2020,37,14,"RAC",9e+05,9e+05,1
538050,"Peugeot","508",2020,23,2,"RAC",9e+05,898300,1
538051,"Peugeot","508",2020,234,3,"RAC",1110000,1100000,4
538052,"Peugeot","301",2020,102,9,"RAC",550000,541500,3
538053,"Peugeot","301",2019,121,18,"RAC",598000,598000,2
538075,"Renault","Megane",2020,65,38,"RAC",780000,780000,1
538090,"Renault","Clio",2022,145,13,"RAC",710000,710000,2
538131,"Peugeot","508",2020,62,9,"RAC",965000,965500,1
538132,"Peugeot","508",2020,19,4,"RAC",975000,976000,1
538135,"Renault","Clio",2018,170,6,"RAC",620000,0,3
538136,"Renault","Megane",2020,89,13,"RAC",780000,0,3
538139,"Peugeot","508",2020,21,29,"RAC",920000,928500,1
538141,"Peugeot","508",2020,110,13,"RAC",1015000,1003000,3
538142,"Renault","Clio",2018,78,20,"RAC",540000,548500,1
538145,"Renault","Clio",2018,73,6,"RAC",545000,540000,1
538146,"Renault","Clio",2018,51,3,"RAC",5e+05,500500,1
538147,"Peugeot","508",2020,24,2,"RAC",950000,948000,1
538151,"Renault","SYMBOL",2011,74,9,"FILO",NA,236000,1
538156,"Renault","SYMBOL",2015,146,83,"FILO",411000,411000,2
538157,"Renault","KANGOO EXPRESS",2012,66,9,"FILO",NA,182000,1
538161,"Peugeot","301",2017,83,23,"RAC",510000,517500,1
538162,"Renault","Clio",2018,94,13,"RAC",550000,553000,1
538163,"Peugeot","508",2020,37,35,"RAC",980000,970000,2
538164,"Renault","Clio",2018,231,10,"RAC",615000,0,4
538166,"Renault","SYMBOL",2015,97,2,"YETKILI SATICI",365000,362500,1
538172,"Renault","SYMBOL",2013,77,23,"YETKILI SATICI",295000,302000,1
538174,"Renault","TRAFIC",2015,71,47,"YETKILI SATICI",455000,470000,1
538176,"Renault","TRAFIC",2017,114,41,"YETKILI SATICI",520000,531500,1
538177,"Renault","SYMBOL",2015,110,57,"YETKILI SATICI",385000,405000,1
538180,"Opel","Mokka",2023,54,4,"RAC",1065000,1064000,1
538181,"Renault","Megane",2023,56,1,"RAC",930000,928500,1
538187,"Peugeot","RIFTER",2023,75,3,"RAC",875000,830000,1
538190,"Renault","Megane",2021,164,116,"FILO",8e+05,0,3
538193,"Renault","Megane",2021,34,11,"FILO",760000,749500,2
538228,"Peugeot","301",2020,68,3,"FILO",595000,569500,1
538239,"Renault","Symbol",2018,104,50,"FILO",NA,475000,1
538241,"Renault","Master",2015,89,20,"FILO",NA,0,3
538254,"Renault","Trafic",2018,153,38,"FILO",NA,293000,4
538283,"Peugeot","2008",2023,396,1,"YETKILI SATICI",825000,825500,2
538284,"Citroen","C-Elysee",2022,372,15,"FILO",490000,492700,2
538285,"Renault","Taliant",2022,170,1,"FILO",420000,420400,2
538298,"Peugeot","2008",2022,91,6,"RAC",1180000,1182000,1
538395,"Opel","ASTRA",2013,199,0,"YETKILI SATICI",4e+05,4e+05,1
538408,"Peugeot","508",2020,80,6,"RAC",990000,0,2
538409,"Peugeot","508",2020,53,6,"RAC",965000,960000,1
538410,"Peugeot","508",2020,129,10,"RAC",1015000,0,3
538411,"Peugeot","508",2020,36,9,"RAC",950000,950000,1
538414,"Peugeot","508",2020,38,62,"RAC",870000,923000,1
538415,"Renault","Clio",2018,430,1,"RAC",557000,0,4
538416,"Peugeot","508",2020,42,45,"RAC",960000,979000,1
538417,"Peugeot","508",2020,39,2,"RAC",850000,850000,1
538418,"Peugeot","508",2020,78,14,"RAC",870000,0,2
538419,"Renault","Clio",2018,79,5,"RAC",610000,606500,1
538420,"Renault","Clio",2018,63,33,"RAC",615000,625000,1
538421,"Peugeot","508",2020,50,7,"RAC",975000,973500,1
538422,"Peugeot","508",2020,49,67,"RAC",875000,938000,1
538458,"Renault","Clio",2019,94,28,"RAC",460000,0,2
538459,"Renault","Clio",2019,65,40,"RAC",435000,458000,1
538460,"Renault","Clio",2019,66,36,"RAC",435000,458000,1
538461,"Renault","Clio",2019,50,43,"RAC",435000,458000,1
538462,"Renault","Clio",2019,60,29,"RAC",440000,459000,1
538469,"Renault","Megane",2023,115,7,"RAC",965000,964000,1
538474,"Peugeot","RIFTER",2023,149,10,"RAC",945000,944000,1
538486,"Renault","Megane",2020,111,45,"RAC",764000,793000,1
538489,"Renault","Megane",2020,142,40,"RAC",733000,734000,2
538490,"Peugeot","3008",2020,78,80,"RAC",982000,1058000,1
538492,"Renault","Megane",2020,62,45,"RAC",691000,727000,1
538493,"Renault","Megane",2022,57,51,"RAC",851000,884000,1
538494,"Renault","Megane",2022,86,34,"RAC",864000,890000,1
538496,"Renault","Megane",2020,124,56,"RAC",864000,909000,1
538497,"Renault","Megane",2022,62,57,"RAC",NA,892000,1
538500,"Renault","Megane",2020,227,49,"RAC",659000,663000,3
538501,"Renault","Megane",2020,87,39,"RAC",728000,750000,1
538502,"Renault","Megane",2020,78,27,"RAC",716000,735000,1
538518,"Citroen","C-Elysee",2021,92,2,"FILO",620000,593500,1
538519,"Peugeot","301",2020,90,12,"FILO",595000,576500,1
538520,"Peugeot","301",2020,77,17,"FILO",590000,575500,1
538524,"Peugeot","301",2020,66,7,"FILO",580000,563000,1
538525,"Renault","Megane",2019,67,1,"FILO",720000,693000,1
538526,"Opel","Insignia",2020,53,28,"FILO",920000,878500,1
538587,"Opel","CORSA",2015,106,4,"RAC",545000,0,3
538591,"Peugeot","508",2020,34,6,"RAC",1035000,1032500,1
538592,"Peugeot","508",2019,112,11,"RAC",1140000,1138000,1
538593,"Peugeot","508",2020,119,16,"RAC",1070000,1071000,2
538594,"Peugeot","508",2020,46,2,"RAC",1035000,1033500,1
538595,"Renault","Clio",2018,46,10,"RAC",610000,607000,1
538600,"Peugeot","508",2020,65,6,"RAC",975000,0,2
538601,"Peugeot","508",2016,38,30,"RAC",650000,658000,1
538602,"Peugeot","508",2020,42,4,"RAC",975000,971500,2
538604,"Peugeot","508",2020,32,53,"RAC",985000,1002500,1
538605,"Peugeot","508",2020,30,44,"RAC",985000,1001000,1
538607,"Peugeot","508",2020,24,2,"RAC",985000,983000,1
538612,"Peugeot","301",2019,31,85,"RAC",490000,524000,1
538625,"Citroen","C-Elysee",2021,97,4,"RAC",5e+05,5e+05,3
538626,"Citroen","C-Elysee",2021,37,1,"RAC",590000,589000,1
538652,"Peugeot","508",2020,28,3,"RAC",975000,974000,1
538654,"Peugeot","508",2020,238,8,"RAC",1070000,1070000,2
538656,"Peugeot","508",2020,43,6,"RAC",1015000,1012500,1
538667,"Opel","Corsa",2022,109,11,"RAC",720000,720500,2
538673,"Peugeot","508",2020,105,47,"RAC",957000,964000,3
538675,"Peugeot","508",2020,36,3,"RAC",990000,988500,1
538677,"Peugeot","508",2020,126,13,"RAC",1080000,1075000,3
538684,"Peugeot","508",2020,54,8,"RAC",935000,931000,3
